image,MEL,NV,BCC,AKIEC,BKL,DF,VASC
ISIC_0029798,0,1,0,0,0,0,0
ISIC_0029799,0,1,0,0,0,0,0
ISIC_0029800,0,1,0,0,0,0,0
ISIC_0029801,0,0,0,0,1,0,0
ISIC_0029802,0,0,0,0,1,0,0
ISIC_0029803,0,1,0,0,0,0,0
ISIC_0029804,0,1,0,0,0,0,0
ISIC_0029805,0,0,1,0,0,0,0
ISIC_0029806,0,1,0,0,0,0,0
ISIC_0029807,0,1,0,0,0,0,0
ISIC_0029808,0,1,0,0,0,0,0
ISIC_0029809,0,1,0,0,0,0,0
ISIC_0029810,0,0,0,0,1,0,0
ISIC_0029811,0,0,0,1,0,0,0
ISIC_0029812,0,1,0,0,0,0,0
ISIC_0029813,0,1,0,0,0,0,0
ISIC_0029814,0,1,0,0,0,0,0
ISIC_0029815,0,1,0,0,0,0,0
ISIC_0029816,0,1,0,0,0,0,0
ISIC_0029817,0,1,0,0,0,0,0
ISIC_0029818,0,1,0,0,0,0,0
ISIC_0029819,1,0,0,0,0,0,0
ISIC_0029820,0,0,1,0,0,0,0
ISIC_0029821,0,1,0,0,0,0,0
ISIC_0029822,0,1,0,0,0,0,0
ISIC_0029823,0,0,0,0,1,0,0
ISIC_0029824,0,0,0,0,0,1,0
ISIC_0029825,0,1,0,0,0,0,0
ISIC_0029826,0,1,0,0,0,0,0
ISIC_0029827,0,0,0,1,0,0,0
ISIC_0029828,0,1,0,0,0,0,0
ISIC_0029829,0,1,0,0,0,0,0
ISIC_0029830,0,0,0,1,0,0,0
ISIC_0029831,0,0,1,0,0,0,0
ISIC_0029832,0,1,0,0,0,0,0
ISIC_0029833,0,1,0,0,0,0,0
ISIC_0029834,0,1,0,0,0,0,0
ISIC_0029835,0,1,0,0,0,0,0
ISIC_0029836,0,0,0,0,1,0,0
ISIC_0029837,0,0,0,0,1,0,0
ISIC_0029838,0,1,0,0,0,0,0
ISIC_0029839,1,0,0,0,0,0,0
ISIC_0029840,0,0,0,1,0,0,0
ISIC_0029841,0,0,0,0,1,0,0
ISIC_0029842,0,1,0,0,0,0,0
ISIC_0029843,1,0,0,0,0,0,0
ISIC_0029844,0,1,0,0,0,0,0
ISIC_0029845,0,1,0,0,0,0,0
ISIC_0029846,0,1,0,0,0,0,0
ISIC_0029847,0,0,1,0,0,0,0
ISIC_0029848,0,1,0,0,0,0,0
ISIC_0029849,0,0,0,0,1,0,0
ISIC_0029850,0,1,0,0,0,0,0
ISIC_0029851,0,0,0,1,0,0,0
ISIC_0029852,0,1,0,0,0,0,0
ISIC_0029853,0,1,0,0,0,0,0
ISIC_0029854,0,1,0,0,0,0,0
ISIC_0029855,0,1,0,0,0,0,0
ISIC_0029856,0,0,1,0,0,0,0
ISIC_0029857,0,0,1,0,0,0,0
ISIC_0029858,0,1,0,0,0,0,0
ISIC_0029859,1,0,0,0,0,0,0
ISIC_0029860,0,0,0,1,0,0,0
ISIC_0029861,0,1,0,0,0,0,0
ISIC_0029862,0,1,0,0,0,0,0
ISIC_0029863,0,1,0,0,0,0,0
ISIC_0029864,0,1,0,0,0,0,0
ISIC_0029865,0,1,0,0,0,0,0
ISIC_0029866,0,1,0,0,0,0,0
ISIC_0029867,0,1,0,0,0,0,0
ISIC_0029868,0,1,0,0,0,0,0
ISIC_0029869,0,1,0,0,0,0,0
ISIC_0029870,0,1,0,0,0,0,0
ISIC_0029871,0,1,0,0,0,0,0
ISIC_0029872,0,0,0,0,1,0,0
ISIC_0029873,0,1,0,0,0,0,0
ISIC_0029874,0,1,0,0,0,0,0
ISIC_0029875,0,1,0,0,0,0,0
ISIC_0029876,0,1,0,0,0,0,0
ISIC_0029877,0,0,0,0,0,0,1
ISIC_0029878,0,0,0,0,1,0,0
ISIC_0029879,0,1,0,0,0,0,0
ISIC_0029880,0,0,0,0,1,0,0
ISIC_0029881,0,1,0,0,0,0,0
ISIC_0029882,0,1,0,0,0,0,0
ISIC_0029883,0,1,0,0,0,0,0
ISIC_0029884,1,0,0,0,0,0,0
ISIC_0029885,1,0,0,0,0,0,0
ISIC_0029886,0,1,0,0,0,0,0
ISIC_0029887,0,1,0,0,0,0,0
ISIC_0029888,0,1,0,0,0,0,0
ISIC_0029889,0,0,0,0,0,0,1
ISIC_0029890,0,1,0,0,0,0,0
ISIC_0029891,0,0,0,0,0,1,0
ISIC_0029892,0,1,0,0,0,0,0
ISIC_0029893,1,0,0,0,0,0,0
ISIC_0029894,0,1,0,0,0,0,0
ISIC_0029895,0,1,0,0,0,0,0
ISIC_0029896,0,1,0,0,0,0,0
ISIC_0029897,0,0,0,0,1,0,0
ISIC_0029898,0,1,0,0,0,0,0
ISIC_0029899,0,0,1,0,0,0,0
ISIC_0029900,0,0,0,1,0,0,0
ISIC_0029901,0,1,0,0,0,0,0
ISIC_0029902,0,1,0,0,0,0,0
ISIC_0029903,0,1,0,0,0,0,0
ISIC_0029904,0,1,0,0,0,0,0
ISIC_0029905,0,1,0,0,0,0,0
ISIC_0029906,0,1,0,0,0,0,0
ISIC_0029907,0,1,0,0,0,0,0
ISIC_0029908,0,1,0,0,0,0,0
ISIC_0029909,1,0,0,0,0,0,0
ISIC_0029910,0,1,0,0,0,0,0
ISIC_0029911,0,1,0,0,0,0,0
ISIC_0029912,0,0,0,0,1,0,0
ISIC_0029913,1,0,0,0,0,0,0
ISIC_0029914,1,0,0,0,0,0,0
ISIC_0029915,0,0,0,1,0,0,0
ISIC_0029916,0,1,0,0,0,0,0
ISIC_0029917,0,0,1,0,0,0,0
ISIC_0029918,0,1,0,0,0,0,0
ISIC_0029919,0,0,1,0,0,0,0
ISIC_0029920,0,1,0,0,0,0,0
ISIC_0029921,0,1,0,0,0,0,0
ISIC_0029922,0,1,0,0,0,0,0
ISIC_0029923,0,1,0,0,0,0,0
ISIC_0029924,0,0,0,0,1,0,0
ISIC_0029925,0,1,0,0,0,0,0
ISIC_0029926,0,1,0,0,0,0,0
ISIC_0029927,0,0,0,0,1,0,0
ISIC_0029928,0,1,0,0,0,0,0
ISIC_0029929,0,0,0,0,1,0,0
ISIC_0029930,0,0,0,1,0,0,0
ISIC_0029931,0,0,0,0,1,0,0
ISIC_0029932,0,0,0,1,0,0,0
ISIC_0029933,1,0,0,0,0,0,0
ISIC_0029934,0,1,0,0,0,0,0
ISIC_0029935,0,1,0,0,0,0,0
ISIC_0029936,0,1,0,0,0,0,0
ISIC_0029937,1,0,0,0,0,0,0
ISIC_0029938,0,1,0,0,0,0,0
ISIC_0029939,0,1,0,0,0,0,0
ISIC_0029940,0,1,0,0,0,0,0
ISIC_0029941,0,1,0,0,0,0,0
ISIC_0029942,0,1,0,0,0,0,0
ISIC_0029943,0,1,0,0,0,0,0
ISIC_0029944,0,1,0,0,0,0,0
ISIC_0029945,0,1,0,0,0,0,0
ISIC_0029946,0,1,0,0,0,0,0
ISIC_0029947,0,0,0,0,1,0,0
ISIC_0029948,0,1,0,0,0,0,0
ISIC_0029949,0,1,0,0,0,0,0
ISIC_0029950,0,1,0,0,0,0,0
ISIC_0029951,0,0,1,0,0,0,0
ISIC_0029952,0,1,0,0,0,0,0
ISIC_0029953,0,1,0,0,0,0,0
ISIC_0029954,0,1,0,0,0,0,0
ISIC_0029955,0,1,0,0,0,0,0
ISIC_0029956,0,1,0,0,0,0,0
ISIC_0029957,0,1,0,0,0,0,0
ISIC_0029958,1,0,0,0,0,0,0
ISIC_0029959,0,1,0,0,0,0,0
ISIC_0029960,0,1,0,0,0,0,0
ISIC_0029961,0,1,0,0,0,0,0
ISIC_0029962,0,0,0,0,0,1,0
ISIC_0029963,0,1,0,0,0,0,0
ISIC_0029964,0,1,0,0,0,0,0
ISIC_0029965,0,1,0,0,0,0,0
ISIC_0029966,0,1,0,0,0,0,0
ISIC_0029967,0,0,0,0,0,1,0
ISIC_0029968,0,1,0,0,0,0,0
ISIC_0029969,0,1,0,0,0,0,0
ISIC_0029970,0,1,0,0,0,0,0
ISIC_0029971,0,1,0,0,0,0,0
ISIC_0029972,0,1,0,0,0,0,0
ISIC_0029973,0,0,0,0,0,1,0
ISIC_0029974,0,0,1,0,0,0,0
ISIC_0029975,0,1,0,0,0,0,0
ISIC_0029976,0,1,0,0,0,0,0
ISIC_0029977,0,1,0,0,0,0,0
ISIC_0029978,0,1,0,0,0,0,0
ISIC_0029979,0,1,0,0,0,0,0
ISIC_0029980,0,1,0,0,0,0,0
ISIC_0029981,0,1,0,0,0,0,0
ISIC_0029982,0,1,0,0,0,0,0
ISIC_0029983,0,1,0,0,0,0,0
ISIC_0029984,0,1,0,0,0,0,0
ISIC_0029985,0,1,0,0,0,0,0
ISIC_0029986,0,1,0,0,0,0,0
ISIC_0029987,0,1,0,0,0,0,0
ISIC_0029988,0,1,0,0,0,0,0
ISIC_0029989,0,1,0,0,0,0,0
ISIC_0029990,0,1,0,0,0,0,0
ISIC_0029991,0,0,0,0,1,0,0
ISIC_0029992,0,1,0,0,0,0,0
ISIC_0029993,0,1,0,0,0,0,0
ISIC_0029994,0,1,0,0,0,0,0
ISIC_0029995,1,0,0,0,0,0,0
ISIC_0029996,0,1,0,0,0,0,0
ISIC_0029997,0,1,0,0,0,0,0
ISIC_0029998,0,1,0,0,0,0,0
ISIC_0029999,0,1,0,0,0,0,0
ISIC_0030000,0,1,0,0,0,0,0
ISIC_0030001,0,1,0,0,0,0,0
ISIC_0030002,1,0,0,0,0,0,0
ISIC_0030003,0,1,0,0,0,0,0
ISIC_0030004,0,1,0,0,0,0,0
ISIC_0030005,0,0,0,0,1,0,0
ISIC_0030006,0,1,0,0,0,0,0
ISIC_0030007,0,0,0,0,1,0,0
ISIC_0030008,0,1,0,0,0,0,0
ISIC_0030009,0,1,0,0,0,0,0
ISIC_0030010,0,0,1,0,0,0,0
ISIC_0030011,0,0,0,0,0,1,0
ISIC_0030012,0,1,0,0,0,0,0
ISIC_0030013,0,1,0,0,0,0,0
ISIC_0030014,1,0,0,0,0,0,0
ISIC_0030015,0,0,0,0,0,1,0
ISIC_0030016,0,1,0,0,0,0,0
ISIC_0030017,0,1,0,0,0,0,0
ISIC_0030018,0,1,0,0,0,0,0
ISIC_0030019,0,1,0,0,0,0,0
ISIC_0030020,0,1,0,0,0,0,0
ISIC_0030021,0,0,0,0,0,1,0
ISIC_0030022,0,1,0,0,0,0,0
ISIC_0030023,0,1,0,0,0,0,0
ISIC_0030024,0,1,0,0,0,0,0
ISIC_0030025,0,1,0,0,0,0,0
ISIC_0030026,0,0,0,0,1,0,0
ISIC_0030027,0,1,0,0,0,0,0
ISIC_0030028,0,1,0,0,0,0,0
ISIC_0030029,0,1,0,0,0,0,0
ISIC_0030030,0,1,0,0,0,0,0
ISIC_0030031,1,0,0,0,0,0,0
ISIC_0030032,1,0,0,0,0,0,0
ISIC_0030033,0,1,0,0,0,0,0
ISIC_0030034,1,0,0,0,0,0,0
ISIC_0030035,0,1,0,0,0,0,0
ISIC_0030036,0,0,0,1,0,0,0
ISIC_0030037,0,1,0,0,0,0,0
ISIC_0030038,0,1,0,0,0,0,0
ISIC_0030039,0,1,0,0,0,0,0
ISIC_0030040,0,1,0,0,0,0,0
ISIC_0030041,0,1,0,0,0,0,0
ISIC_0030042,0,1,0,0,0,0,0
ISIC_0030043,0,1,0,0,0,0,0
ISIC_0030044,0,1,0,0,0,0,0
ISIC_0030045,0,1,0,0,0,0,0
ISIC_0030046,0,1,0,0,0,0,0
ISIC_0030047,1,0,0,0,0,0,0
ISIC_0030048,0,1,0,0,0,0,0
ISIC_0030049,0,1,0,0,0,0,0
ISIC_0030050,0,1,0,0,0,0,0
ISIC_0030051,0,1,0,0,0,0,0
ISIC_0030052,0,1,0,0,0,0,0
ISIC_0030053,0,1,0,0,0,0,0
ISIC_0030054,0,1,0,0,0,0,0
ISIC_0030055,0,1,0,0,0,0,0
ISIC_0030056,0,0,0,0,1,0,0
ISIC_0030057,0,1,0,0,0,0,0
ISIC_0030058,0,1,0,0,0,0,0
ISIC_0030059,0,1,0,0,0,0,0
ISIC_0030060,1,0,0,0,0,0,0
ISIC_0030061,0,1,0,0,0,0,0
ISIC_0030062,0,1,0,0,0,0,0
ISIC_0030063,0,1,0,0,0,0,0
ISIC_0030064,0,1,0,0,0,0,0
ISIC_0030065,0,1,0,0,0,0,0
ISIC_0030066,0,1,0,0,0,0,0
ISIC_0030067,0,0,0,0,1,0,0
ISIC_0030068,0,1,0,0,0,0,0
ISIC_0030069,0,1,0,0,0,0,0
ISIC_0030070,0,0,0,0,0,0,1
ISIC_0030071,0,1,0,0,0,0,0
ISIC_0030072,0,1,0,0,0,0,0
ISIC_0030073,0,1,0,0,0,0,0
ISIC_0030074,0,1,0,0,0,0,0
ISIC_0030075,0,1,0,0,0,0,0
ISIC_0030076,0,0,0,1,0,0,0
ISIC_0030077,0,1,0,0,0,0,0
ISIC_0030078,0,1,0,0,0,0,0
ISIC_0030079,0,1,0,0,0,0,0
ISIC_0030080,1,0,0,0,0,0,0
ISIC_0030081,0,0,0,0,1,0,0
ISIC_0030082,0,1,0,0,0,0,0
ISIC_0030083,1,0,0,0,0,0,0
ISIC_0030084,0,1,0,0,0,0,0
ISIC_0030085,0,1,0,0,0,0,0
ISIC_0030086,0,1,0,0,0,0,0
ISIC_0030087,0,1,0,0,0,0,0
ISIC_0030088,0,0,0,0,1,0,0
ISIC_0030089,1,0,0,0,0,0,0
ISIC_0030090,0,1,0,0,0,0,0
ISIC_0030091,0,1,0,0,0,0,0
ISIC_0030092,0,1,0,0,0,0,0
ISIC_0030093,0,1,0,0,0,0,0
ISIC_0030094,0,0,1,0,0,0,0
ISIC_0030095,0,0,0,0,1,0,0
ISIC_0030096,0,0,1,0,0,0,0
ISIC_0030097,0,1,0,0,0,0,0
ISIC_0030098,0,1,0,0,0,0,0
ISIC_0030099,0,1,0,0,0,0,0
ISIC_0030100,0,1,0,0,0,0,0
ISIC_0030101,0,1,0,0,0,0,0
ISIC_0030102,0,1,0,0,0,0,0
ISIC_0030103,0,1,0,0,0,0,0
ISIC_0030104,0,0,0,0,0,0,1
ISIC_0030105,0,0,0,0,1,0,0
ISIC_0030106,1,0,0,0,0,0,0
ISIC_0030107,1,0,0,0,0,0,0
ISIC_0030108,0,1,0,0,0,0,0
ISIC_0030109,0,1,0,0,0,0,0
ISIC_0030110,1,0,0,0,0,0,0
ISIC_0030111,0,1,0,0,0,0,0
ISIC_0030112,0,1,0,0,0,0,0
ISIC_0030113,0,1,0,0,0,0,0
ISIC_0030114,0,0,1,0,0,0,0
ISIC_0030115,0,1,0,0,0,0,0
ISIC_0030116,0,1,0,0,0,0,0
ISIC_0030117,0,1,0,0,0,0,0
ISIC_0030118,0,0,0,0,1,0,0
ISIC_0030119,1,0,0,0,0,0,0
ISIC_0030120,0,1,0,0,0,0,0
ISIC_0030121,0,1,0,0,0,0,0
ISIC_0030122,1,0,0,0,0,0,0
ISIC_0030123,0,0,0,0,1,0,0
ISIC_0030124,0,0,0,0,1,0,0
ISIC_0030125,0,1,0,0,0,0,0
ISIC_0030126,0,1,0,0,0,0,0
ISIC_0030127,0,1,0,0,0,0,0
ISIC_0030128,0,1,0,0,0,0,0
ISIC_0030129,1,0,0,0,0,0,0
ISIC_0030130,0,0,0,0,1,0,0
ISIC_0030131,0,1,0,0,0,0,0
ISIC_0030132,0,1,0,0,0,0,0
ISIC_0030133,0,0,0,1,0,0,0
ISIC_0030134,1,0,0,0,0,0,0
ISIC_0030135,0,1,0,0,0,0,0
ISIC_0030136,0,1,0,0,0,0,0
ISIC_0030137,0,0,0,0,1,0,0
ISIC_0030138,0,0,1,0,0,0,0
ISIC_0030139,0,1,0,0,0,0,0
ISIC_0030140,0,1,0,0,0,0,0
ISIC_0030141,0,1,0,0,0,0,0
ISIC_0030142,0,0,0,1,0,0,0
ISIC_0030143,0,0,0,1,0,0,0
ISIC_0030144,0,1,0,0,0,0,0
ISIC_0030145,0,0,1,0,0,0,0
ISIC_0030146,0,1,0,0,0,0,0
ISIC_0030147,0,1,0,0,0,0,0
ISIC_0030148,0,1,0,0,0,0,0
ISIC_0030149,0,1,0,0,0,0,0
ISIC_0030150,1,0,0,0,0,0,0
ISIC_0030151,0,1,0,0,0,0,0
ISIC_0030152,0,1,0,0,0,0,0
ISIC_0030153,0,1,0,0,0,0,0
ISIC_0030154,0,1,0,0,0,0,0
ISIC_0030155,0,1,0,0,0,0,0
ISIC_0030156,0,1,0,0,0,0,0
ISIC_0030157,0,1,0,0,0,0,0
ISIC_0030158,0,0,0,1,0,0,0
ISIC_0030159,0,1,0,0,0,0,0
ISIC_0030160,0,0,0,0,1,0,0
ISIC_0030161,0,1,0,0,0,0,0
ISIC_0030162,0,1,0,0,0,0,0
ISIC_0030163,0,1,0,0,0,0,0
ISIC_0030164,0,1,0,0,0,0,0
ISIC_0030165,1,0,0,0,0,0,0
ISIC_0030166,0,1,0,0,0,0,0
ISIC_0030167,0,1,0,0,0,0,0
ISIC_0030168,0,1,0,0,0,0,0
ISIC_0030169,0,1,0,0,0,0,0
ISIC_0030170,0,1,0,0,0,0,0
ISIC_0030171,1,0,0,0,0,0,0
ISIC_0030172,0,0,0,0,1,0,0
ISIC_0030173,0,0,0,0,1,0,0
ISIC_0030174,0,1,0,0,0,0,0
ISIC_0030175,0,0,0,1,0,0,0
ISIC_0030176,0,1,0,0,0,0,0
ISIC_0030177,0,0,1,0,0,0,0
ISIC_0030178,0,1,0,0,0,0,0
ISIC_0030179,0,1,0,0,0,0,0
ISIC_0030180,0,1,0,0,0,0,0
ISIC_0030181,0,0,1,0,0,0,0
ISIC_0030182,0,1,0,0,0,0,0
ISIC_0030183,1,0,0,0,0,0,0
ISIC_0030184,0,1,0,0,0,0,0
ISIC_0030185,0,1,0,0,0,0,0
ISIC_0030186,0,1,0,0,0,0,0
ISIC_0030187,1,0,0,0,0,0,0
ISIC_0030188,0,0,0,0,1,0,0
ISIC_0030189,0,0,0,0,1,0,0
ISIC_0030190,0,1,0,0,0,0,0
ISIC_0030191,0,0,0,1,0,0,0
ISIC_0030192,1,0,0,0,0,0,0
ISIC_0030193,0,1,0,0,0,0,0
ISIC_0030194,0,1,0,0,0,0,0
ISIC_0030195,0,1,0,0,0,0,0
ISIC_0030196,0,1,0,0,0,0,0
ISIC_0030197,0,0,1,0,0,0,0
ISIC_0030198,0,1,0,0,0,0,0
ISIC_0030199,0,1,0,0,0,0,0
ISIC_0030200,0,1,0,0,0,0,0
ISIC_0030201,0,1,0,0,0,0,0
ISIC_0030202,0,1,0,0,0,0,0
ISIC_0030203,0,0,0,0,1,0,0
ISIC_0030204,0,1,0,0,0,0,0
ISIC_0030205,0,1,0,0,0,0,0
ISIC_0030206,0,1,0,0,0,0,0
ISIC_0030207,0,0,0,0,1,0,0
ISIC_0030208,0,0,0,0,1,0,0
ISIC_0030209,0,1,0,0,0,0,0
ISIC_0030210,0,1,0,0,0,0,0
ISIC_0030211,1,0,0,0,0,0,0
ISIC_0030212,0,1,0,0,0,0,0
ISIC_0030213,0,1,0,0,0,0,0
ISIC_0030214,0,1,0,0,0,0,0
ISIC_0030215,0,1,0,0,0,0,0
ISIC_0030216,0,1,0,0,0,0,0
ISIC_0030217,0,1,0,0,0,0,0
ISIC_0030218,0,1,0,0,0,0,0
ISIC_0030219,0,1,0,0,0,0,0
ISIC_0030220,0,1,0,0,0,0,0
ISIC_0030221,0,1,0,0,0,0,0
ISIC_0030222,0,1,0,0,0,0,0
ISIC_0030223,1,0,0,0,0,0,0
ISIC_0030224,0,1,0,0,0,0,0
ISIC_0030225,0,1,0,0,0,0,0
ISIC_0030226,0,0,0,0,1,0,0
ISIC_0030227,0,0,0,0,1,0,0
ISIC_0030228,0,1,0,0,0,0,0
ISIC_0030229,0,1,0,0,0,0,0
ISIC_0030230,0,0,1,0,0,0,0
ISIC_0030231,0,0,0,0,1,0,0
ISIC_0030232,0,1,0,0,0,0,0
ISIC_0030233,0,0,1,0,0,0,0
ISIC_0030234,0,1,0,0,0,0,0
ISIC_0030235,0,1,0,0,0,0,0
ISIC_0030236,0,1,0,0,0,0,0
ISIC_0030237,0,1,0,0,0,0,0
ISIC_0030238,1,0,0,0,0,0,0
ISIC_0030239,0,1,0,0,0,0,0
ISIC_0030240,0,0,0,0,1,0,0
ISIC_0030241,0,0,0,0,1,0,0
ISIC_0030242,0,0,0,1,0,0,0
ISIC_0030243,0,1,0,0,0,0,0
ISIC_0030244,0,0,0,0,0,1,0
ISIC_0030245,0,0,0,1,0,0,0
ISIC_0030246,1,0,0,0,0,0,0
ISIC_0030247,0,1,0,0,0,0,0
ISIC_0030248,0,1,0,0,0,0,0
ISIC_0030249,0,0,1,0,0,0,0
ISIC_0030250,0,1,0,0,0,0,0
ISIC_0030251,0,1,0,0,0,0,0
ISIC_0030252,0,1,0,0,0,0,0
ISIC_0030253,0,1,0,0,0,0,0
ISIC_0030254,0,1,0,0,0,0,0
ISIC_0030255,1,0,0,0,0,0,0
ISIC_0030256,0,1,0,0,0,0,0
ISIC_0030257,0,1,0,0,0,0,0
ISIC_0030258,0,0,0,0,1,0,0
ISIC_0030259,0,1,0,0,0,0,0
ISIC_0030260,0,1,0,0,0,0,0
ISIC_0030261,0,0,1,0,0,0,0
ISIC_0030262,0,1,0,0,0,0,0
ISIC_0030263,0,1,0,0,0,0,0
ISIC_0030264,0,1,0,0,0,0,0
ISIC_0030265,0,1,0,0,0,0,0
ISIC_0030266,0,1,0,0,0,0,0
ISIC_0030267,0,1,0,0,0,0,0
ISIC_0030268,0,1,0,0,0,0,0
ISIC_0030269,0,1,0,0,0,0,0
ISIC_0030270,0,1,0,0,0,0,0
ISIC_0030271,0,0,1,0,0,0,0
ISIC_0030272,0,0,0,0,1,0,0
ISIC_0030273,0,1,0,0,0,0,0
ISIC_0030274,0,1,0,0,0,0,0
ISIC_0030275,0,0,0,0,0,0,1
ISIC_0030276,0,0,0,0,1,0,0
ISIC_0030277,1,0,0,0,0,0,0
ISIC_0030278,0,1,0,0,0,0,0
ISIC_0030279,0,1,0,0,0,0,0
ISIC_0030280,0,0,0,1,0,0,0
ISIC_0030281,1,0,0,0,0,0,0
ISIC_0030282,0,1,0,0,0,0,0
ISIC_0030283,0,0,0,0,0,0,1
ISIC_0030284,0,1,0,0,0,0,0
ISIC_0030285,0,1,0,0,0,0,0
ISIC_0030286,0,1,0,0,0,0,0
ISIC_0030287,0,1,0,0,0,0,0
ISIC_0030288,0,1,0,0,0,0,0
ISIC_0030289,0,1,0,0,0,0,0
ISIC_0030290,0,1,0,0,0,0,0
ISIC_0030291,0,1,0,0,0,0,0
ISIC_0030292,0,1,0,0,0,0,0
ISIC_0030293,0,1,0,0,0,0,0
ISIC_0030294,0,1,0,0,0,0,0
ISIC_0030295,0,1,0,0,0,0,0
ISIC_0030296,0,1,0,0,0,0,0
ISIC_0030297,0,0,0,1,0,0,0
ISIC_0030298,0,1,0,0,0,0,0
ISIC_0030299,0,1,0,0,0,0,0
ISIC_0030300,0,1,0,0,0,0,0
ISIC_0030301,0,1,0,0,0,0,0
ISIC_0030302,0,1,0,0,0,0,0
ISIC_0030303,0,1,0,0,0,0,0
ISIC_0030304,0,1,0,0,0,0,0
ISIC_0030305,0,1,0,0,0,0,0
ISIC_0030306,0,1,0,0,0,0,0
ISIC_0030307,0,1,0,0,0,0,0
ISIC_0030308,0,1,0,0,0,0,0
ISIC_0030309,0,1,0,0,0,0,0
ISIC_0030310,0,0,0,0,1,0,0
ISIC_0030311,0,1,0,0,0,0,0
ISIC_0030312,0,1,0,0,0,0,0
ISIC_0030313,0,1,0,0,0,0,0
ISIC_0030314,0,0,1,0,0,0,0
ISIC_0030315,0,1,0,0,0,0,0
ISIC_0030316,0,0,0,0,1,0,0
ISIC_0030317,0,1,0,0,0,0,0
ISIC_0030318,0,0,0,0,1,0,0
ISIC_0030319,0,0,0,0,1,0,0
ISIC_0030320,0,1,0,0,0,0,0
ISIC_0030321,0,0,0,0,0,1,0
ISIC_0030322,0,1,0,0,0,0,0
ISIC_0030323,0,0,0,0,1,0,0
ISIC_0030324,1,0,0,0,0,0,0
ISIC_0030325,0,1,0,0,0,0,0
ISIC_0030326,0,1,0,0,0,0,0
ISIC_0030327,0,1,0,0,0,0,0
ISIC_0030328,0,1,0,0,0,0,0
ISIC_0030329,0,0,0,0,1,0,0
ISIC_0030330,0,1,0,0,0,0,0
ISIC_0030331,0,1,0,0,0,0,0
ISIC_0030332,0,1,0,0,0,0,0
ISIC_0030333,1,0,0,0,0,0,0
ISIC_0030334,0,1,0,0,0,0,0
ISIC_0030335,0,0,1,0,0,0,0
ISIC_0030336,0,1,0,0,0,0,0
ISIC_0030337,0,1,0,0,0,0,0
ISIC_0030338,0,1,0,0,0,0,0
ISIC_0030339,0,0,1,0,0,0,0
ISIC_0030340,0,1,0,0,0,0,0
ISIC_0030341,0,0,0,1,0,0,0
ISIC_0030342,0,1,0,0,0,0,0
ISIC_0030343,0,1,0,0,0,0,0
ISIC_0030344,0,0,0,1,0,0,0
ISIC_0030345,0,1,0,0,0,0,0
ISIC_0030346,0,0,0,0,1,0,0
ISIC_0030347,0,1,0,0,0,0,0
ISIC_0030348,0,1,0,0,0,0,0
ISIC_0030349,0,0,1,0,0,0,0
ISIC_0030350,0,1,0,0,0,0,0
ISIC_0030351,0,1,0,0,0,0,0
ISIC_0030352,0,0,1,0,0,0,0
ISIC_0030353,0,1,0,0,0,0,0
ISIC_0030354,0,1,0,0,0,0,0
ISIC_0030355,0,1,0,0,0,0,0
ISIC_0030356,1,0,0,0,0,0,0
ISIC_0030357,0,1,0,0,0,0,0
ISIC_0030358,0,1,0,0,0,0,0
ISIC_0030359,0,1,0,0,0,0,0
ISIC_0030360,1,0,0,0,0,0,0
ISIC_0030361,0,1,0,0,0,0,0
ISIC_0030362,0,1,0,0,0,0,0
ISIC_0030363,0,1,0,0,0,0,0
ISIC_0030364,0,1,0,0,0,0,0
ISIC_0030365,0,0,0,0,1,0,0
ISIC_0030366,1,0,0,0,0,0,0
ISIC_0030367,0,1,0,0,0,0,0
ISIC_0030368,0,1,0,0,0,0,0
ISIC_0030369,0,0,0,0,1,0,0
ISIC_0030370,0,1,0,0,0,0,0
ISIC_0030371,0,1,0,0,0,0,0
ISIC_0030372,0,0,0,0,1,0,0
ISIC_0030373,0,1,0,0,0,0,0
ISIC_0030374,0,1,0,0,0,0,0
ISIC_0030375,0,0,0,1,0,0,0
ISIC_0030376,0,1,0,0,0,0,0
ISIC_0030377,0,0,0,0,1,0,0
ISIC_0030378,0,1,0,0,0,0,0
ISIC_0030379,0,1,0,0,0,0,0
ISIC_0030380,0,1,0,0,0,0,0
ISIC_0030381,0,1,0,0,0,0,0
ISIC_0030382,1,0,0,0,0,0,0
ISIC_0030383,0,0,0,0,1,0,0
ISIC_0030384,0,1,0,0,0,0,0
ISIC_0030385,0,1,0,0,0,0,0
ISIC_0030386,0,1,0,0,0,0,0
ISIC_0030387,0,0,0,1,0,0,0
ISIC_0030388,0,1,0,0,0,0,0
ISIC_0030389,0,1,0,0,0,0,0
ISIC_0030390,1,0,0,0,0,0,0
ISIC_0030391,1,0,0,0,0,0,0
ISIC_0030392,0,1,0,0,0,0,0
ISIC_0030393,0,1,0,0,0,0,0
ISIC_0030394,0,0,0,0,1,0,0
ISIC_0030395,0,1,0,0,0,0,0
ISIC_0030396,0,0,0,0,1,0,0
ISIC_0030397,0,1,0,0,0,0,0
ISIC_0030398,0,1,0,0,0,0,0
ISIC_0030399,0,1,0,0,0,0,0
ISIC_0030400,0,1,0,0,0,0,0
ISIC_0030401,0,1,0,0,0,0,0
ISIC_0030402,0,1,0,0,0,0,0
ISIC_0030403,0,0,1,0,0,0,0
ISIC_0030404,0,1,0,0,0,0,0
